"DATEKEY","DAY","MONTH","YEAR","QUARTER","DAYOFWEEK","MONTHNAME","ISWEEKEND"
08-NOV-2022,8,11,2022,4,"Tuesday  ","November ","N"
09-NOV-2022,9,11,2022,4,"Wednesday","November ","N"
10-NOV-2022,10,11,2022,4,"Thursday ","November ","N"
11-NOV-2022,11,11,2022,4,"Friday   ","November ","N"
12-NOV-2022,12,11,2022,4,"Saturday ","November ","Y"
13-NOV-2022,13,11,2022,4,"Sunday   ","November ","Y"
14-NOV-2022,14,11,2022,4,"Monday   ","November ","N"
15-NOV-2022,15,11,2022,4,"Tuesday  ","November ","N"
16-NOV-2022,16,11,2022,4,"Wednesday","November ","N"
17-NOV-2022,17,11,2022,4,"Thursday ","November ","N"
18-NOV-2022,18,11,2022,4,"Friday   ","November ","N"
19-NOV-2022,19,11,2022,4,"Saturday ","November ","Y"
20-NOV-2022,20,11,2022,4,"Sunday   ","November ","Y"
21-NOV-2022,21,11,2022,4,"Monday   ","November ","N"
22-NOV-2022,22,11,2022,4,"Tuesday  ","November ","N"
23-NOV-2022,23,11,2022,4,"Wednesday","November ","N"
24-NOV-2022,24,11,2022,4,"Thursday ","November ","N"
25-NOV-2022,25,11,2022,4,"Friday   ","November ","N"
26-NOV-2022,26,11,2022,4,"Saturday ","November ","Y"
27-NOV-2022,27,11,2022,4,"Sunday   ","November ","Y"
28-NOV-2022,28,11,2022,4,"Monday   ","November ","N"
29-NOV-2022,29,11,2022,4,"Tuesday  ","November ","N"
30-NOV-2022,30,11,2022,4,"Wednesday","November ","N"
01-DEC-2022,1,12,2022,4,"Thursday ","December ","N"
02-DEC-2022,2,12,2022,4,"Friday   ","December ","N"
03-DEC-2022,3,12,2022,4,"Saturday ","December ","Y"
04-DEC-2022,4,12,2022,4,"Sunday   ","December ","Y"
05-DEC-2022,5,12,2022,4,"Monday   ","December ","N"
06-DEC-2022,6,12,2022,4,"Tuesday  ","December ","N"
07-DEC-2022,7,12,2022,4,"Wednesday","December ","N"
08-DEC-2022,8,12,2022,4,"Thursday ","December ","N"
09-DEC-2022,9,12,2022,4,"Friday   ","December ","N"
10-DEC-2022,10,12,2022,4,"Saturday ","December ","Y"
11-DEC-2022,11,12,2022,4,"Sunday   ","December ","Y"
12-DEC-2022,12,12,2022,4,"Monday   ","December ","N"
13-DEC-2022,13,12,2022,4,"Tuesday  ","December ","N"
14-DEC-2022,14,12,2022,4,"Wednesday","December ","N"
15-DEC-2022,15,12,2022,4,"Thursday ","December ","N"
16-DEC-2022,16,12,2022,4,"Friday   ","December ","N"
17-DEC-2022,17,12,2022,4,"Saturday ","December ","Y"
18-DEC-2022,18,12,2022,4,"Sunday   ","December ","Y"
19-DEC-2022,19,12,2022,4,"Monday   ","December ","N"
20-DEC-2022,20,12,2022,4,"Tuesday  ","December ","N"
21-DEC-2022,21,12,2022,4,"Wednesday","December ","N"
22-DEC-2022,22,12,2022,4,"Thursday ","December ","N"
23-DEC-2022,23,12,2022,4,"Friday   ","December ","N"
24-DEC-2022,24,12,2022,4,"Saturday ","December ","Y"
25-DEC-2022,25,12,2022,4,"Sunday   ","December ","Y"
26-DEC-2022,26,12,2022,4,"Monday   ","December ","N"
27-DEC-2022,27,12,2022,4,"Tuesday  ","December ","N"
28-DEC-2022,28,12,2022,4,"Wednesday","December ","N"
29-DEC-2022,29,12,2022,4,"Thursday ","December ","N"
30-DEC-2022,30,12,2022,4,"Friday   ","December ","N"
31-DEC-2022,31,12,2022,4,"Saturday ","December ","Y"
01-JAN-2023,1,1,2023,1,"Sunday   ","January  ","Y"
02-JAN-2023,2,1,2023,1,"Monday   ","January  ","N"
03-JAN-2023,3,1,2023,1,"Tuesday  ","January  ","N"
04-JAN-2023,4,1,2023,1,"Wednesday","January  ","N"
05-JAN-2023,5,1,2023,1,"Thursday ","January  ","N"
06-JAN-2023,6,1,2023,1,"Friday   ","January  ","N"
07-JAN-2023,7,1,2023,1,"Saturday ","January  ","Y"
08-JAN-2023,8,1,2023,1,"Sunday   ","January  ","Y"
09-JAN-2023,9,1,2023,1,"Monday   ","January  ","N"
10-JAN-2023,10,1,2023,1,"Tuesday  ","January  ","N"
11-JAN-2023,11,1,2023,1,"Wednesday","January  ","N"
12-JAN-2023,12,1,2023,1,"Thursday ","January  ","N"
13-JAN-2023,13,1,2023,1,"Friday   ","January  ","N"
14-JAN-2023,14,1,2023,1,"Saturday ","January  ","Y"
15-JAN-2023,15,1,2023,1,"Sunday   ","January  ","Y"
16-JAN-2023,16,1,2023,1,"Monday   ","January  ","N"
17-JAN-2023,17,1,2023,1,"Tuesday  ","January  ","N"
18-JAN-2023,18,1,2023,1,"Wednesday","January  ","N"
19-JAN-2023,19,1,2023,1,"Thursday ","January  ","N"
20-JAN-2023,20,1,2023,1,"Friday   ","January  ","N"
21-JAN-2023,21,1,2023,1,"Saturday ","January  ","Y"
22-JAN-2023,22,1,2023,1,"Sunday   ","January  ","Y"
23-JAN-2023,23,1,2023,1,"Monday   ","January  ","N"
24-JAN-2023,24,1,2023,1,"Tuesday  ","January  ","N"
25-JAN-2023,25,1,2023,1,"Wednesday","January  ","N"
01-JAN-2021,1,1,2021,1,"Friday   ","January  ","N"
02-JAN-2021,2,1,2021,1,"Saturday ","January  ","Y"
03-JAN-2021,3,1,2021,1,"Sunday   ","January  ","Y"
04-JAN-2021,4,1,2021,1,"Monday   ","January  ","N"
05-JAN-2021,5,1,2021,1,"Tuesday  ","January  ","N"
06-JAN-2021,6,1,2021,1,"Wednesday","January  ","N"
07-JAN-2021,7,1,2021,1,"Thursday ","January  ","N"
08-JAN-2021,8,1,2021,1,"Friday   ","January  ","N"
09-JAN-2021,9,1,2021,1,"Saturday ","January  ","Y"
10-JAN-2021,10,1,2021,1,"Sunday   ","January  ","Y"
11-JAN-2021,11,1,2021,1,"Monday   ","January  ","N"
12-JAN-2021,12,1,2021,1,"Tuesday  ","January  ","N"
13-JAN-2021,13,1,2021,1,"Wednesday","January  ","N"
14-JAN-2021,14,1,2021,1,"Thursday ","January  ","N"
15-JAN-2021,15,1,2021,1,"Friday   ","January  ","N"
16-JAN-2021,16,1,2021,1,"Saturday ","January  ","Y"
17-JAN-2021,17,1,2021,1,"Sunday   ","January  ","Y"
18-JAN-2021,18,1,2021,1,"Monday   ","January  ","N"
19-JAN-2021,19,1,2021,1,"Tuesday  ","January  ","N"
20-JAN-2021,20,1,2021,1,"Wednesday","January  ","N"
21-JAN-2021,21,1,2021,1,"Thursday ","January  ","N"
22-JAN-2021,22,1,2021,1,"Friday   ","January  ","N"
23-JAN-2021,23,1,2021,1,"Saturday ","January  ","Y"
24-JAN-2021,24,1,2021,1,"Sunday   ","January  ","Y"
25-JAN-2021,25,1,2021,1,"Monday   ","January  ","N"
26-JAN-2021,26,1,2021,1,"Tuesday  ","January  ","N"
27-JAN-2021,27,1,2021,1,"Wednesday","January  ","N"
28-JAN-2021,28,1,2021,1,"Thursday ","January  ","N"
29-JAN-2021,29,1,2021,1,"Friday   ","January  ","N"
30-JAN-2021,30,1,2021,1,"Saturday ","January  ","Y"
31-JAN-2021,31,1,2021,1,"Sunday   ","January  ","Y"
01-FEB-2021,1,2,2021,1,"Monday   ","February ","N"
02-FEB-2021,2,2,2021,1,"Tuesday  ","February ","N"
03-FEB-2021,3,2,2021,1,"Wednesday","February ","N"
04-FEB-2021,4,2,2021,1,"Thursday ","February ","N"
05-FEB-2021,5,2,2021,1,"Friday   ","February ","N"
06-FEB-2021,6,2,2021,1,"Saturday ","February ","Y"
07-FEB-2021,7,2,2021,1,"Sunday   ","February ","Y"
08-FEB-2021,8,2,2021,1,"Monday   ","February ","N"
09-FEB-2021,9,2,2021,1,"Tuesday  ","February ","N"
10-FEB-2021,10,2,2021,1,"Wednesday","February ","N"
11-FEB-2021,11,2,2021,1,"Thursday ","February ","N"
12-FEB-2021,12,2,2021,1,"Friday   ","February ","N"
13-FEB-2021,13,2,2021,1,"Saturday ","February ","Y"
14-FEB-2021,14,2,2021,1,"Sunday   ","February ","Y"
15-FEB-2021,15,2,2021,1,"Monday   ","February ","N"
16-FEB-2021,16,2,2021,1,"Tuesday  ","February ","N"
17-FEB-2021,17,2,2021,1,"Wednesday","February ","N"
18-FEB-2021,18,2,2021,1,"Thursday ","February ","N"
19-FEB-2021,19,2,2021,1,"Friday   ","February ","N"
20-FEB-2021,20,2,2021,1,"Saturday ","February ","Y"
21-FEB-2021,21,2,2021,1,"Sunday   ","February ","Y"
22-FEB-2021,22,2,2021,1,"Monday   ","February ","N"
23-FEB-2021,23,2,2021,1,"Tuesday  ","February ","N"
24-FEB-2021,24,2,2021,1,"Wednesday","February ","N"
25-FEB-2021,25,2,2021,1,"Thursday ","February ","N"
26-FEB-2021,26,2,2021,1,"Friday   ","February ","N"
27-FEB-2021,27,2,2021,1,"Saturday ","February ","Y"
28-FEB-2021,28,2,2021,1,"Sunday   ","February ","Y"
01-MAR-2021,1,3,2021,1,"Monday   ","March    ","N"
02-MAR-2021,2,3,2021,1,"Tuesday  ","March    ","N"
03-MAR-2021,3,3,2021,1,"Wednesday","March    ","N"
04-MAR-2021,4,3,2021,1,"Thursday ","March    ","N"
05-MAR-2021,5,3,2021,1,"Friday   ","March    ","N"
06-MAR-2021,6,3,2021,1,"Saturday ","March    ","Y"
07-MAR-2021,7,3,2021,1,"Sunday   ","March    ","Y"
08-MAR-2021,8,3,2021,1,"Monday   ","March    ","N"
09-MAR-2021,9,3,2021,1,"Tuesday  ","March    ","N"
10-MAR-2021,10,3,2021,1,"Wednesday","March    ","N"
11-MAR-2021,11,3,2021,1,"Thursday ","March    ","N"
12-MAR-2021,12,3,2021,1,"Friday   ","March    ","N"
13-MAR-2021,13,3,2021,1,"Saturday ","March    ","Y"
14-MAR-2021,14,3,2021,1,"Sunday   ","March    ","Y"
15-MAR-2021,15,3,2021,1,"Monday   ","March    ","N"
16-MAR-2021,16,3,2021,1,"Tuesday  ","March    ","N"
17-MAR-2021,17,3,2021,1,"Wednesday","March    ","N"
18-MAR-2021,18,3,2021,1,"Thursday ","March    ","N"
19-MAR-2021,19,3,2021,1,"Friday   ","March    ","N"
20-MAR-2021,20,3,2021,1,"Saturday ","March    ","Y"
21-MAR-2021,21,3,2021,1,"Sunday   ","March    ","Y"
22-MAR-2021,22,3,2021,1,"Monday   ","March    ","N"
23-MAR-2021,23,3,2021,1,"Tuesday  ","March    ","N"
24-MAR-2021,24,3,2021,1,"Wednesday","March    ","N"
25-MAR-2021,25,3,2021,1,"Thursday ","March    ","N"
26-MAR-2021,26,3,2021,1,"Friday   ","March    ","N"
27-MAR-2021,27,3,2021,1,"Saturday ","March    ","Y"
28-MAR-2021,28,3,2021,1,"Sunday   ","March    ","Y"
29-MAR-2021,29,3,2021,1,"Monday   ","March    ","N"
30-MAR-2021,30,3,2021,1,"Tuesday  ","March    ","N"
31-MAR-2021,31,3,2021,1,"Wednesday","March    ","N"
01-APR-2021,1,4,2021,2,"Thursday ","April    ","N"
02-APR-2021,2,4,2021,2,"Friday   ","April    ","N"
03-APR-2021,3,4,2021,2,"Saturday ","April    ","Y"
04-APR-2021,4,4,2021,2,"Sunday   ","April    ","Y"
05-APR-2021,5,4,2021,2,"Monday   ","April    ","N"
06-APR-2021,6,4,2021,2,"Tuesday  ","April    ","N"
07-APR-2021,7,4,2021,2,"Wednesday","April    ","N"
08-APR-2021,8,4,2021,2,"Thursday ","April    ","N"
09-APR-2021,9,4,2021,2,"Friday   ","April    ","N"
10-APR-2021,10,4,2021,2,"Saturday ","April    ","Y"
11-APR-2021,11,4,2021,2,"Sunday   ","April    ","Y"
12-APR-2021,12,4,2021,2,"Monday   ","April    ","N"
13-APR-2021,13,4,2021,2,"Tuesday  ","April    ","N"
14-APR-2021,14,4,2021,2,"Wednesday","April    ","N"
15-APR-2021,15,4,2021,2,"Thursday ","April    ","N"
16-APR-2021,16,4,2021,2,"Friday   ","April    ","N"
17-APR-2021,17,4,2021,2,"Saturday ","April    ","Y"
18-APR-2021,18,4,2021,2,"Sunday   ","April    ","Y"
19-APR-2021,19,4,2021,2,"Monday   ","April    ","N"
20-APR-2021,20,4,2021,2,"Tuesday  ","April    ","N"
21-APR-2021,21,4,2021,2,"Wednesday","April    ","N"
22-APR-2021,22,4,2021,2,"Thursday ","April    ","N"
23-APR-2021,23,4,2021,2,"Friday   ","April    ","N"
24-APR-2021,24,4,2021,2,"Saturday ","April    ","Y"
25-APR-2021,25,4,2021,2,"Sunday   ","April    ","Y"
26-APR-2021,26,4,2021,2,"Monday   ","April    ","N"
27-APR-2021,27,4,2021,2,"Tuesday  ","April    ","N"
28-APR-2021,28,4,2021,2,"Wednesday","April    ","N"
29-APR-2021,29,4,2021,2,"Thursday ","April    ","N"
30-APR-2021,30,4,2021,2,"Friday   ","April    ","N"
01-MAY-2021,1,5,2021,2,"Saturday ","May      ","Y"
02-MAY-2021,2,5,2021,2,"Sunday   ","May      ","Y"
03-MAY-2021,3,5,2021,2,"Monday   ","May      ","N"
04-MAY-2021,4,5,2021,2,"Tuesday  ","May      ","N"
05-MAY-2021,5,5,2021,2,"Wednesday","May      ","N"
06-MAY-2021,6,5,2021,2,"Thursday ","May      ","N"
07-MAY-2021,7,5,2021,2,"Friday   ","May      ","N"
08-MAY-2021,8,5,2021,2,"Saturday ","May      ","Y"
09-MAY-2021,9,5,2021,2,"Sunday   ","May      ","Y"
10-MAY-2021,10,5,2021,2,"Monday   ","May      ","N"
11-MAY-2021,11,5,2021,2,"Tuesday  ","May      ","N"
12-MAY-2021,12,5,2021,2,"Wednesday","May      ","N"
13-MAY-2021,13,5,2021,2,"Thursday ","May      ","N"
14-MAY-2021,14,5,2021,2,"Friday   ","May      ","N"
15-MAY-2021,15,5,2021,2,"Saturday ","May      ","Y"
16-MAY-2021,16,5,2021,2,"Sunday   ","May      ","Y"
17-MAY-2021,17,5,2021,2,"Monday   ","May      ","N"
18-MAY-2021,18,5,2021,2,"Tuesday  ","May      ","N"
19-MAY-2021,19,5,2021,2,"Wednesday","May      ","N"
20-MAY-2021,20,5,2021,2,"Thursday ","May      ","N"
21-MAY-2021,21,5,2021,2,"Friday   ","May      ","N"
22-MAY-2021,22,5,2021,2,"Saturday ","May      ","Y"
23-MAY-2021,23,5,2021,2,"Sunday   ","May      ","Y"
24-MAY-2021,24,5,2021,2,"Monday   ","May      ","N"
25-MAY-2021,25,5,2021,2,"Tuesday  ","May      ","N"
26-MAY-2021,26,5,2021,2,"Wednesday","May      ","N"
27-MAY-2021,27,5,2021,2,"Thursday ","May      ","N"
28-MAY-2021,28,5,2021,2,"Friday   ","May      ","N"
29-MAY-2021,29,5,2021,2,"Saturday ","May      ","Y"
30-MAY-2021,30,5,2021,2,"Sunday   ","May      ","Y"
31-MAY-2021,31,5,2021,2,"Monday   ","May      ","N"
01-JUN-2021,1,6,2021,2,"Tuesday  ","June     ","N"
02-JUN-2021,2,6,2021,2,"Wednesday","June     ","N"
03-JUN-2021,3,6,2021,2,"Thursday ","June     ","N"
04-JUN-2021,4,6,2021,2,"Friday   ","June     ","N"
05-JUN-2021,5,6,2021,2,"Saturday ","June     ","Y"
06-JUN-2021,6,6,2021,2,"Sunday   ","June     ","Y"
07-JUN-2021,7,6,2021,2,"Monday   ","June     ","N"
08-JUN-2021,8,6,2021,2,"Tuesday  ","June     ","N"
09-JUN-2021,9,6,2021,2,"Wednesday","June     ","N"
10-JUN-2021,10,6,2021,2,"Thursday ","June     ","N"
11-JUN-2021,11,6,2021,2,"Friday   ","June     ","N"
12-JUN-2021,12,6,2021,2,"Saturday ","June     ","Y"
13-JUN-2021,13,6,2021,2,"Sunday   ","June     ","Y"
14-JUN-2021,14,6,2021,2,"Monday   ","June     ","N"
15-JUN-2021,15,6,2021,2,"Tuesday  ","June     ","N"
16-JUN-2021,16,6,2021,2,"Wednesday","June     ","N"
17-JUN-2021,17,6,2021,2,"Thursday ","June     ","N"
18-JUN-2021,18,6,2021,2,"Friday   ","June     ","N"
19-JUN-2021,19,6,2021,2,"Saturday ","June     ","Y"
20-JUN-2021,20,6,2021,2,"Sunday   ","June     ","Y"
21-JUN-2021,21,6,2021,2,"Monday   ","June     ","N"
22-JUN-2021,22,6,2021,2,"Tuesday  ","June     ","N"
23-JUN-2021,23,6,2021,2,"Wednesday","June     ","N"
24-JUN-2021,24,6,2021,2,"Thursday ","June     ","N"
25-JUN-2021,25,6,2021,2,"Friday   ","June     ","N"
26-JUN-2021,26,6,2021,2,"Saturday ","June     ","Y"
27-JUN-2021,27,6,2021,2,"Sunday   ","June     ","Y"
28-JUN-2021,28,6,2021,2,"Monday   ","June     ","N"
29-JUN-2021,29,6,2021,2,"Tuesday  ","June     ","N"
30-JUN-2021,30,6,2021,2,"Wednesday","June     ","N"
01-JUL-2021,1,7,2021,3,"Thursday ","July     ","N"
02-JUL-2021,2,7,2021,3,"Friday   ","July     ","N"
03-JUL-2021,3,7,2021,3,"Saturday ","July     ","Y"
04-JUL-2021,4,7,2021,3,"Sunday   ","July     ","Y"
05-JUL-2021,5,7,2021,3,"Monday   ","July     ","N"
06-JUL-2021,6,7,2021,3,"Tuesday  ","July     ","N"
07-JUL-2021,7,7,2021,3,"Wednesday","July     ","N"
08-JUL-2021,8,7,2021,3,"Thursday ","July     ","N"
09-JUL-2021,9,7,2021,3,"Friday   ","July     ","N"
10-JUL-2021,10,7,2021,3,"Saturday ","July     ","Y"
11-JUL-2021,11,7,2021,3,"Sunday   ","July     ","Y"
12-JUL-2021,12,7,2021,3,"Monday   ","July     ","N"
13-JUL-2021,13,7,2021,3,"Tuesday  ","July     ","N"
14-JUL-2021,14,7,2021,3,"Wednesday","July     ","N"
15-JUL-2021,15,7,2021,3,"Thursday ","July     ","N"
16-JUL-2021,16,7,2021,3,"Friday   ","July     ","N"
17-JUL-2021,17,7,2021,3,"Saturday ","July     ","Y"
18-JUL-2021,18,7,2021,3,"Sunday   ","July     ","Y"
19-JUL-2021,19,7,2021,3,"Monday   ","July     ","N"
20-JUL-2021,20,7,2021,3,"Tuesday  ","July     ","N"
21-JUL-2021,21,7,2021,3,"Wednesday","July     ","N"
22-JUL-2021,22,7,2021,3,"Thursday ","July     ","N"
23-JUL-2021,23,7,2021,3,"Friday   ","July     ","N"
24-JUL-2021,24,7,2021,3,"Saturday ","July     ","Y"
25-JUL-2021,25,7,2021,3,"Sunday   ","July     ","Y"
26-JUL-2021,26,7,2021,3,"Monday   ","July     ","N"
27-JUL-2021,27,7,2021,3,"Tuesday  ","July     ","N"
28-JUL-2021,28,7,2021,3,"Wednesday","July     ","N"
29-JUL-2021,29,7,2021,3,"Thursday ","July     ","N"
30-JUL-2021,30,7,2021,3,"Friday   ","July     ","N"
31-JUL-2021,31,7,2021,3,"Saturday ","July     ","Y"
01-AUG-2021,1,8,2021,3,"Sunday   ","August   ","Y"
02-AUG-2021,2,8,2021,3,"Monday   ","August   ","N"
03-AUG-2021,3,8,2021,3,"Tuesday  ","August   ","N"
04-AUG-2021,4,8,2021,3,"Wednesday","August   ","N"
05-AUG-2021,5,8,2021,3,"Thursday ","August   ","N"
06-AUG-2021,6,8,2021,3,"Friday   ","August   ","N"
07-AUG-2021,7,8,2021,3,"Saturday ","August   ","Y"
08-AUG-2021,8,8,2021,3,"Sunday   ","August   ","Y"
09-AUG-2021,9,8,2021,3,"Monday   ","August   ","N"
10-AUG-2021,10,8,2021,3,"Tuesday  ","August   ","N"
11-AUG-2021,11,8,2021,3,"Wednesday","August   ","N"
12-AUG-2021,12,8,2021,3,"Thursday ","August   ","N"
13-AUG-2021,13,8,2021,3,"Friday   ","August   ","N"
14-AUG-2021,14,8,2021,3,"Saturday ","August   ","Y"
15-AUG-2021,15,8,2021,3,"Sunday   ","August   ","Y"
16-AUG-2021,16,8,2021,3,"Monday   ","August   ","N"
17-AUG-2021,17,8,2021,3,"Tuesday  ","August   ","N"
18-AUG-2021,18,8,2021,3,"Wednesday","August   ","N"
19-AUG-2021,19,8,2021,3,"Thursday ","August   ","N"
20-AUG-2021,20,8,2021,3,"Friday   ","August   ","N"
21-AUG-2021,21,8,2021,3,"Saturday ","August   ","Y"
22-AUG-2021,22,8,2021,3,"Sunday   ","August   ","Y"
23-AUG-2021,23,8,2021,3,"Monday   ","August   ","N"
24-AUG-2021,24,8,2021,3,"Tuesday  ","August   ","N"
25-AUG-2021,25,8,2021,3,"Wednesday","August   ","N"
26-AUG-2021,26,8,2021,3,"Thursday ","August   ","N"
27-AUG-2021,27,8,2021,3,"Friday   ","August   ","N"
28-AUG-2021,28,8,2021,3,"Saturday ","August   ","Y"
29-AUG-2021,29,8,2021,3,"Sunday   ","August   ","Y"
30-AUG-2021,30,8,2021,3,"Monday   ","August   ","N"
31-AUG-2021,31,8,2021,3,"Tuesday  ","August   ","N"
01-SEP-2021,1,9,2021,3,"Wednesday","September","N"
02-SEP-2021,2,9,2021,3,"Thursday ","September","N"
03-SEP-2021,3,9,2021,3,"Friday   ","September","N"
04-SEP-2021,4,9,2021,3,"Saturday ","September","Y"
05-SEP-2021,5,9,2021,3,"Sunday   ","September","Y"
06-SEP-2021,6,9,2021,3,"Monday   ","September","N"
07-SEP-2021,7,9,2021,3,"Tuesday  ","September","N"
08-SEP-2021,8,9,2021,3,"Wednesday","September","N"
09-SEP-2021,9,9,2021,3,"Thursday ","September","N"
10-SEP-2021,10,9,2021,3,"Friday   ","September","N"
11-SEP-2021,11,9,2021,3,"Saturday ","September","Y"
12-SEP-2021,12,9,2021,3,"Sunday   ","September","Y"
13-SEP-2021,13,9,2021,3,"Monday   ","September","N"
14-SEP-2021,14,9,2021,3,"Tuesday  ","September","N"
15-SEP-2021,15,9,2021,3,"Wednesday","September","N"
16-SEP-2021,16,9,2021,3,"Thursday ","September","N"
17-SEP-2021,17,9,2021,3,"Friday   ","September","N"
18-SEP-2021,18,9,2021,3,"Saturday ","September","Y"
19-SEP-2021,19,9,2021,3,"Sunday   ","September","Y"
20-SEP-2021,20,9,2021,3,"Monday   ","September","N"
21-SEP-2021,21,9,2021,3,"Tuesday  ","September","N"
22-SEP-2021,22,9,2021,3,"Wednesday","September","N"
23-SEP-2021,23,9,2021,3,"Thursday ","September","N"
24-SEP-2021,24,9,2021,3,"Friday   ","September","N"
25-SEP-2021,25,9,2021,3,"Saturday ","September","Y"
26-SEP-2021,26,9,2021,3,"Sunday   ","September","Y"
27-SEP-2021,27,9,2021,3,"Monday   ","September","N"
28-SEP-2021,28,9,2021,3,"Tuesday  ","September","N"
29-SEP-2021,29,9,2021,3,"Wednesday","September","N"
30-SEP-2021,30,9,2021,3,"Thursday ","September","N"
01-OCT-2021,1,10,2021,4,"Friday   ","October  ","N"
02-OCT-2021,2,10,2021,4,"Saturday ","October  ","Y"
03-OCT-2021,3,10,2021,4,"Sunday   ","October  ","Y"
04-OCT-2021,4,10,2021,4,"Monday   ","October  ","N"
05-OCT-2021,5,10,2021,4,"Tuesday  ","October  ","N"
06-OCT-2021,6,10,2021,4,"Wednesday","October  ","N"
07-OCT-2021,7,10,2021,4,"Thursday ","October  ","N"
08-OCT-2021,8,10,2021,4,"Friday   ","October  ","N"
09-OCT-2021,9,10,2021,4,"Saturday ","October  ","Y"
10-OCT-2021,10,10,2021,4,"Sunday   ","October  ","Y"
11-OCT-2021,11,10,2021,4,"Monday   ","October  ","N"
12-OCT-2021,12,10,2021,4,"Tuesday  ","October  ","N"
13-OCT-2021,13,10,2021,4,"Wednesday","October  ","N"
14-OCT-2021,14,10,2021,4,"Thursday ","October  ","N"
15-OCT-2021,15,10,2021,4,"Friday   ","October  ","N"
16-OCT-2021,16,10,2021,4,"Saturday ","October  ","Y"
17-OCT-2021,17,10,2021,4,"Sunday   ","October  ","Y"
18-OCT-2021,18,10,2021,4,"Monday   ","October  ","N"
19-OCT-2021,19,10,2021,4,"Tuesday  ","October  ","N"
20-OCT-2021,20,10,2021,4,"Wednesday","October  ","N"
21-OCT-2021,21,10,2021,4,"Thursday ","October  ","N"
22-OCT-2021,22,10,2021,4,"Friday   ","October  ","N"
23-OCT-2021,23,10,2021,4,"Saturday ","October  ","Y"
24-OCT-2021,24,10,2021,4,"Sunday   ","October  ","Y"
