"DATEKEY","DAY","MONTH","YEAR","QUARTER","DAYOFWEEK","MONTHNAME","ISWEEKEND"
25-OCT-2021,25,10,2021,4,"Monday   ","October  ","N"
26-OCT-2021,26,10,2021,4,"Tuesday  ","October  ","N"
27-OCT-2021,27,10,2021,4,"Wednesday","October  ","N"
28-OCT-2021,28,10,2021,4,"Thursday ","October  ","N"
29-OCT-2021,29,10,2021,4,"Friday   ","October  ","N"
26-JAN-2023,26,1,2023,1,"Thursday ","January  ","N"
27-JAN-2023,27,1,2023,1,"Friday   ","January  ","N"
28-JAN-2023,28,1,2023,1,"Saturday ","January  ","Y"
29-JAN-2023,29,1,2023,1,"Sunday   ","January  ","Y"
30-JAN-2023,30,1,2023,1,"Monday   ","January  ","N"
31-JAN-2023,31,1,2023,1,"Tuesday  ","January  ","N"
01-FEB-2023,1,2,2023,1,"Wednesday","February ","N"
02-FEB-2023,2,2,2023,1,"Thursday ","February ","N"
03-FEB-2023,3,2,2023,1,"Friday   ","February ","N"
04-FEB-2023,4,2,2023,1,"Saturday ","February ","Y"
05-FEB-2023,5,2,2023,1,"Sunday   ","February ","Y"
06-FEB-2023,6,2,2023,1,"Monday   ","February ","N"
07-FEB-2023,7,2,2023,1,"Tuesday  ","February ","N"
08-FEB-2023,8,2,2023,1,"Wednesday","February ","N"
09-FEB-2023,9,2,2023,1,"Thursday ","February ","N"
10-FEB-2023,10,2,2023,1,"Friday   ","February ","N"
11-FEB-2023,11,2,2023,1,"Saturday ","February ","Y"
12-FEB-2023,12,2,2023,1,"Sunday   ","February ","Y"
13-FEB-2023,13,2,2023,1,"Monday   ","February ","N"
14-FEB-2023,14,2,2023,1,"Tuesday  ","February ","N"
15-FEB-2023,15,2,2023,1,"Wednesday","February ","N"
16-FEB-2023,16,2,2023,1,"Thursday ","February ","N"
17-FEB-2023,17,2,2023,1,"Friday   ","February ","N"
18-FEB-2023,18,2,2023,1,"Saturday ","February ","Y"
19-FEB-2023,19,2,2023,1,"Sunday   ","February ","Y"
20-FEB-2023,20,2,2023,1,"Monday   ","February ","N"
21-FEB-2023,21,2,2023,1,"Tuesday  ","February ","N"
22-FEB-2023,22,2,2023,1,"Wednesday","February ","N"
23-FEB-2023,23,2,2023,1,"Thursday ","February ","N"
24-FEB-2023,24,2,2023,1,"Friday   ","February ","N"
25-FEB-2023,25,2,2023,1,"Saturday ","February ","Y"
26-FEB-2023,26,2,2023,1,"Sunday   ","February ","Y"
27-FEB-2023,27,2,2023,1,"Monday   ","February ","N"
28-FEB-2023,28,2,2023,1,"Tuesday  ","February ","N"
01-MAR-2023,1,3,2023,1,"Wednesday","March    ","N"
02-MAR-2023,2,3,2023,1,"Thursday ","March    ","N"
03-MAR-2023,3,3,2023,1,"Friday   ","March    ","N"
04-MAR-2023,4,3,2023,1,"Saturday ","March    ","Y"
05-MAR-2023,5,3,2023,1,"Sunday   ","March    ","Y"
06-MAR-2023,6,3,2023,1,"Monday   ","March    ","N"
07-MAR-2023,7,3,2023,1,"Tuesday  ","March    ","N"
08-MAR-2023,8,3,2023,1,"Wednesday","March    ","N"
09-MAR-2023,9,3,2023,1,"Thursday ","March    ","N"
10-MAR-2023,10,3,2023,1,"Friday   ","March    ","N"
11-MAR-2023,11,3,2023,1,"Saturday ","March    ","Y"
12-MAR-2023,12,3,2023,1,"Sunday   ","March    ","Y"
13-MAR-2023,13,3,2023,1,"Monday   ","March    ","N"
14-MAR-2023,14,3,2023,1,"Tuesday  ","March    ","N"
15-MAR-2023,15,3,2023,1,"Wednesday","March    ","N"
16-MAR-2023,16,3,2023,1,"Thursday ","March    ","N"
17-MAR-2023,17,3,2023,1,"Friday   ","March    ","N"
18-MAR-2023,18,3,2023,1,"Saturday ","March    ","Y"
19-MAR-2023,19,3,2023,1,"Sunday   ","March    ","Y"
20-MAR-2023,20,3,2023,1,"Monday   ","March    ","N"
21-MAR-2023,21,3,2023,1,"Tuesday  ","March    ","N"
22-MAR-2023,22,3,2023,1,"Wednesday","March    ","N"
23-MAR-2023,23,3,2023,1,"Thursday ","March    ","N"
24-MAR-2023,24,3,2023,1,"Friday   ","March    ","N"
25-MAR-2023,25,3,2023,1,"Saturday ","March    ","Y"
26-MAR-2023,26,3,2023,1,"Sunday   ","March    ","Y"
27-MAR-2023,27,3,2023,1,"Monday   ","March    ","N"
28-MAR-2023,28,3,2023,1,"Tuesday  ","March    ","N"
29-MAR-2023,29,3,2023,1,"Wednesday","March    ","N"
30-MAR-2023,30,3,2023,1,"Thursday ","March    ","N"
31-MAR-2023,31,3,2023,1,"Friday   ","March    ","N"
01-APR-2023,1,4,2023,2,"Saturday ","April    ","Y"
02-APR-2023,2,4,2023,2,"Sunday   ","April    ","Y"
03-APR-2023,3,4,2023,2,"Monday   ","April    ","N"
04-APR-2023,4,4,2023,2,"Tuesday  ","April    ","N"
05-APR-2023,5,4,2023,2,"Wednesday","April    ","N"
06-APR-2023,6,4,2023,2,"Thursday ","April    ","N"
07-APR-2023,7,4,2023,2,"Friday   ","April    ","N"
08-APR-2023,8,4,2023,2,"Saturday ","April    ","Y"
09-APR-2023,9,4,2023,2,"Sunday   ","April    ","Y"
10-APR-2023,10,4,2023,2,"Monday   ","April    ","N"
11-APR-2023,11,4,2023,2,"Tuesday  ","April    ","N"
12-APR-2023,12,4,2023,2,"Wednesday","April    ","N"
13-APR-2023,13,4,2023,2,"Thursday ","April    ","N"
14-APR-2023,14,4,2023,2,"Friday   ","April    ","N"
15-APR-2023,15,4,2023,2,"Saturday ","April    ","Y"
16-APR-2023,16,4,2023,2,"Sunday   ","April    ","Y"
17-APR-2023,17,4,2023,2,"Monday   ","April    ","N"
18-APR-2023,18,4,2023,2,"Tuesday  ","April    ","N"
19-APR-2023,19,4,2023,2,"Wednesday","April    ","N"
20-APR-2023,20,4,2023,2,"Thursday ","April    ","N"
21-APR-2023,21,4,2023,2,"Friday   ","April    ","N"
22-APR-2023,22,4,2023,2,"Saturday ","April    ","Y"
23-APR-2023,23,4,2023,2,"Sunday   ","April    ","Y"
24-APR-2023,24,4,2023,2,"Monday   ","April    ","N"
25-APR-2023,25,4,2023,2,"Tuesday  ","April    ","N"
26-APR-2023,26,4,2023,2,"Wednesday","April    ","N"
27-APR-2023,27,4,2023,2,"Thursday ","April    ","N"
28-APR-2023,28,4,2023,2,"Friday   ","April    ","N"
29-APR-2023,29,4,2023,2,"Saturday ","April    ","Y"
30-APR-2023,30,4,2023,2,"Sunday   ","April    ","Y"
01-MAY-2023,1,5,2023,2,"Monday   ","May      ","N"
02-MAY-2023,2,5,2023,2,"Tuesday  ","May      ","N"
03-MAY-2023,3,5,2023,2,"Wednesday","May      ","N"
04-MAY-2023,4,5,2023,2,"Thursday ","May      ","N"
05-MAY-2023,5,5,2023,2,"Friday   ","May      ","N"
06-MAY-2023,6,5,2023,2,"Saturday ","May      ","Y"
07-MAY-2023,7,5,2023,2,"Sunday   ","May      ","Y"
08-MAY-2023,8,5,2023,2,"Monday   ","May      ","N"
09-MAY-2023,9,5,2023,2,"Tuesday  ","May      ","N"
10-MAY-2023,10,5,2023,2,"Wednesday","May      ","N"
11-MAY-2023,11,5,2023,2,"Thursday ","May      ","N"
12-MAY-2023,12,5,2023,2,"Friday   ","May      ","N"
13-MAY-2023,13,5,2023,2,"Saturday ","May      ","Y"
14-MAY-2023,14,5,2023,2,"Sunday   ","May      ","Y"
15-MAY-2023,15,5,2023,2,"Monday   ","May      ","N"
16-MAY-2023,16,5,2023,2,"Tuesday  ","May      ","N"
17-MAY-2023,17,5,2023,2,"Wednesday","May      ","N"
18-MAY-2023,18,5,2023,2,"Thursday ","May      ","N"
19-MAY-2023,19,5,2023,2,"Friday   ","May      ","N"
20-MAY-2023,20,5,2023,2,"Saturday ","May      ","Y"
21-MAY-2023,21,5,2023,2,"Sunday   ","May      ","Y"
22-MAY-2023,22,5,2023,2,"Monday   ","May      ","N"
23-MAY-2023,23,5,2023,2,"Tuesday  ","May      ","N"
24-MAY-2023,24,5,2023,2,"Wednesday","May      ","N"
25-MAY-2023,25,5,2023,2,"Thursday ","May      ","N"
26-MAY-2023,26,5,2023,2,"Friday   ","May      ","N"
27-MAY-2023,27,5,2023,2,"Saturday ","May      ","Y"
28-MAY-2023,28,5,2023,2,"Sunday   ","May      ","Y"
29-MAY-2023,29,5,2023,2,"Monday   ","May      ","N"
30-MAY-2023,30,5,2023,2,"Tuesday  ","May      ","N"
31-MAY-2023,31,5,2023,2,"Wednesday","May      ","N"
01-JUN-2023,1,6,2023,2,"Thursday ","June     ","N"
02-JUN-2023,2,6,2023,2,"Friday   ","June     ","N"
03-JUN-2023,3,6,2023,2,"Saturday ","June     ","Y"
04-JUN-2023,4,6,2023,2,"Sunday   ","June     ","Y"
05-JUN-2023,5,6,2023,2,"Monday   ","June     ","N"
06-JUN-2023,6,6,2023,2,"Tuesday  ","June     ","N"
07-JUN-2023,7,6,2023,2,"Wednesday","June     ","N"
08-JUN-2023,8,6,2023,2,"Thursday ","June     ","N"
09-JUN-2023,9,6,2023,2,"Friday   ","June     ","N"
10-JUN-2023,10,6,2023,2,"Saturday ","June     ","Y"
11-JUN-2023,11,6,2023,2,"Sunday   ","June     ","Y"
12-JUN-2023,12,6,2023,2,"Monday   ","June     ","N"
13-JUN-2023,13,6,2023,2,"Tuesday  ","June     ","N"
14-JUN-2023,14,6,2023,2,"Wednesday","June     ","N"
15-JUN-2023,15,6,2023,2,"Thursday ","June     ","N"
16-JUN-2023,16,6,2023,2,"Friday   ","June     ","N"
17-JUN-2023,17,6,2023,2,"Saturday ","June     ","Y"
18-JUN-2023,18,6,2023,2,"Sunday   ","June     ","Y"
19-JUN-2023,19,6,2023,2,"Monday   ","June     ","N"
20-JUN-2023,20,6,2023,2,"Tuesday  ","June     ","N"
21-JUN-2023,21,6,2023,2,"Wednesday","June     ","N"
22-JUN-2023,22,6,2023,2,"Thursday ","June     ","N"
23-JUN-2023,23,6,2023,2,"Friday   ","June     ","N"
24-JUN-2023,24,6,2023,2,"Saturday ","June     ","Y"
25-JUN-2023,25,6,2023,2,"Sunday   ","June     ","Y"
26-JUN-2023,26,6,2023,2,"Monday   ","June     ","N"
27-JUN-2023,27,6,2023,2,"Tuesday  ","June     ","N"
28-JUN-2023,28,6,2023,2,"Wednesday","June     ","N"
29-JUN-2023,29,6,2023,2,"Thursday ","June     ","N"
30-JUN-2023,30,6,2023,2,"Friday   ","June     ","N"
01-JUL-2023,1,7,2023,3,"Saturday ","July     ","Y"
02-JUL-2023,2,7,2023,3,"Sunday   ","July     ","Y"
03-JUL-2023,3,7,2023,3,"Monday   ","July     ","N"
04-JUL-2023,4,7,2023,3,"Tuesday  ","July     ","N"
05-JUL-2023,5,7,2023,3,"Wednesday","July     ","N"
06-JUL-2023,6,7,2023,3,"Thursday ","July     ","N"
07-JUL-2023,7,7,2023,3,"Friday   ","July     ","N"
08-JUL-2023,8,7,2023,3,"Saturday ","July     ","Y"
09-JUL-2023,9,7,2023,3,"Sunday   ","July     ","Y"
10-JUL-2023,10,7,2023,3,"Monday   ","July     ","N"
11-JUL-2023,11,7,2023,3,"Tuesday  ","July     ","N"
12-JUL-2023,12,7,2023,3,"Wednesday","July     ","N"
13-JUL-2023,13,7,2023,3,"Thursday ","July     ","N"
14-JUL-2023,14,7,2023,3,"Friday   ","July     ","N"
15-JUL-2023,15,7,2023,3,"Saturday ","July     ","Y"
16-JUL-2023,16,7,2023,3,"Sunday   ","July     ","Y"
17-JUL-2023,17,7,2023,3,"Monday   ","July     ","N"
18-JUL-2023,18,7,2023,3,"Tuesday  ","July     ","N"
19-JUL-2023,19,7,2023,3,"Wednesday","July     ","N"
20-JUL-2023,20,7,2023,3,"Thursday ","July     ","N"
21-JUL-2023,21,7,2023,3,"Friday   ","July     ","N"
22-JUL-2023,22,7,2023,3,"Saturday ","July     ","Y"
23-JUL-2023,23,7,2023,3,"Sunday   ","July     ","Y"
24-JUL-2023,24,7,2023,3,"Monday   ","July     ","N"
25-JUL-2023,25,7,2023,3,"Tuesday  ","July     ","N"
26-JUL-2023,26,7,2023,3,"Wednesday","July     ","N"
27-JUL-2023,27,7,2023,3,"Thursday ","July     ","N"
28-JUL-2023,28,7,2023,3,"Friday   ","July     ","N"
29-JUL-2023,29,7,2023,3,"Saturday ","July     ","Y"
30-JUL-2023,30,7,2023,3,"Sunday   ","July     ","Y"
31-JUL-2023,31,7,2023,3,"Monday   ","July     ","N"
01-AUG-2023,1,8,2023,3,"Tuesday  ","August   ","N"
02-AUG-2023,2,8,2023,3,"Wednesday","August   ","N"
03-AUG-2023,3,8,2023,3,"Thursday ","August   ","N"
04-AUG-2023,4,8,2023,3,"Friday   ","August   ","N"
05-AUG-2023,5,8,2023,3,"Saturday ","August   ","Y"
06-AUG-2023,6,8,2023,3,"Sunday   ","August   ","Y"
07-AUG-2023,7,8,2023,3,"Monday   ","August   ","N"
08-AUG-2023,8,8,2023,3,"Tuesday  ","August   ","N"
09-AUG-2023,9,8,2023,3,"Wednesday","August   ","N"
10-AUG-2023,10,8,2023,3,"Thursday ","August   ","N"
11-AUG-2023,11,8,2023,3,"Friday   ","August   ","N"
12-AUG-2023,12,8,2023,3,"Saturday ","August   ","Y"
13-AUG-2023,13,8,2023,3,"Sunday   ","August   ","Y"
14-AUG-2023,14,8,2023,3,"Monday   ","August   ","N"
15-AUG-2023,15,8,2023,3,"Tuesday  ","August   ","N"
16-AUG-2023,16,8,2023,3,"Wednesday","August   ","N"
17-AUG-2023,17,8,2023,3,"Thursday ","August   ","N"
18-AUG-2023,18,8,2023,3,"Friday   ","August   ","N"
19-AUG-2023,19,8,2023,3,"Saturday ","August   ","Y"
20-AUG-2023,20,8,2023,3,"Sunday   ","August   ","Y"
21-AUG-2023,21,8,2023,3,"Monday   ","August   ","N"
22-AUG-2023,22,8,2023,3,"Tuesday  ","August   ","N"
23-AUG-2023,23,8,2023,3,"Wednesday","August   ","N"
24-AUG-2023,24,8,2023,3,"Thursday ","August   ","N"
25-AUG-2023,25,8,2023,3,"Friday   ","August   ","N"
26-AUG-2023,26,8,2023,3,"Saturday ","August   ","Y"
27-AUG-2023,27,8,2023,3,"Sunday   ","August   ","Y"
28-AUG-2023,28,8,2023,3,"Monday   ","August   ","N"
29-AUG-2023,29,8,2023,3,"Tuesday  ","August   ","N"
30-AUG-2023,30,8,2023,3,"Wednesday","August   ","N"
31-AUG-2023,31,8,2023,3,"Thursday ","August   ","N"
01-SEP-2023,1,9,2023,3,"Friday   ","September","N"
02-SEP-2023,2,9,2023,3,"Saturday ","September","Y"
03-SEP-2023,3,9,2023,3,"Sunday   ","September","Y"
04-SEP-2023,4,9,2023,3,"Monday   ","September","N"
05-SEP-2023,5,9,2023,3,"Tuesday  ","September","N"
06-SEP-2023,6,9,2023,3,"Wednesday","September","N"
07-SEP-2023,7,9,2023,3,"Thursday ","September","N"
08-SEP-2023,8,9,2023,3,"Friday   ","September","N"
09-SEP-2023,9,9,2023,3,"Saturday ","September","Y"
10-SEP-2023,10,9,2023,3,"Sunday   ","September","Y"
11-SEP-2023,11,9,2023,3,"Monday   ","September","N"
12-SEP-2023,12,9,2023,3,"Tuesday  ","September","N"
13-SEP-2023,13,9,2023,3,"Wednesday","September","N"
14-SEP-2023,14,9,2023,3,"Thursday ","September","N"
15-SEP-2023,15,9,2023,3,"Friday   ","September","N"
16-SEP-2023,16,9,2023,3,"Saturday ","September","Y"
17-SEP-2023,17,9,2023,3,"Sunday   ","September","Y"
18-SEP-2023,18,9,2023,3,"Monday   ","September","N"
19-SEP-2023,19,9,2023,3,"Tuesday  ","September","N"
20-SEP-2023,20,9,2023,3,"Wednesday","September","N"
21-SEP-2023,21,9,2023,3,"Thursday ","September","N"
22-SEP-2023,22,9,2023,3,"Friday   ","September","N"
23-SEP-2023,23,9,2023,3,"Saturday ","September","Y"
24-SEP-2023,24,9,2023,3,"Sunday   ","September","Y"
25-SEP-2023,25,9,2023,3,"Monday   ","September","N"
26-SEP-2023,26,9,2023,3,"Tuesday  ","September","N"
27-SEP-2023,27,9,2023,3,"Wednesday","September","N"
28-SEP-2023,28,9,2023,3,"Thursday ","September","N"
29-SEP-2023,29,9,2023,3,"Friday   ","September","N"
30-SEP-2023,30,9,2023,3,"Saturday ","September","Y"
01-OCT-2023,1,10,2023,4,"Sunday   ","October  ","Y"
02-OCT-2023,2,10,2023,4,"Monday   ","October  ","N"
03-OCT-2023,3,10,2023,4,"Tuesday  ","October  ","N"
04-OCT-2023,4,10,2023,4,"Wednesday","October  ","N"
05-OCT-2023,5,10,2023,4,"Thursday ","October  ","N"
06-OCT-2023,6,10,2023,4,"Friday   ","October  ","N"
07-OCT-2023,7,10,2023,4,"Saturday ","October  ","Y"
08-OCT-2023,8,10,2023,4,"Sunday   ","October  ","Y"
09-OCT-2023,9,10,2023,4,"Monday   ","October  ","N"
10-OCT-2023,10,10,2023,4,"Tuesday  ","October  ","N"
11-OCT-2023,11,10,2023,4,"Wednesday","October  ","N"
12-OCT-2023,12,10,2023,4,"Thursday ","October  ","N"
13-OCT-2023,13,10,2023,4,"Friday   ","October  ","N"
14-OCT-2023,14,10,2023,4,"Saturday ","October  ","Y"
15-OCT-2023,15,10,2023,4,"Sunday   ","October  ","Y"
16-OCT-2023,16,10,2023,4,"Monday   ","October  ","N"
17-OCT-2023,17,10,2023,4,"Tuesday  ","October  ","N"
18-OCT-2023,18,10,2023,4,"Wednesday","October  ","N"
19-OCT-2023,19,10,2023,4,"Thursday ","October  ","N"
20-OCT-2023,20,10,2023,4,"Friday   ","October  ","N"
21-OCT-2023,21,10,2023,4,"Saturday ","October  ","Y"
22-OCT-2023,22,10,2023,4,"Sunday   ","October  ","Y"
23-OCT-2023,23,10,2023,4,"Monday   ","October  ","N"
24-OCT-2023,24,10,2023,4,"Tuesday  ","October  ","N"
25-OCT-2023,25,10,2023,4,"Wednesday","October  ","N"
26-OCT-2023,26,10,2023,4,"Thursday ","October  ","N"
27-OCT-2023,27,10,2023,4,"Friday   ","October  ","N"
28-OCT-2023,28,10,2023,4,"Saturday ","October  ","Y"
29-OCT-2023,29,10,2023,4,"Sunday   ","October  ","Y"
30-OCT-2023,30,10,2023,4,"Monday   ","October  ","N"
31-OCT-2023,31,10,2023,4,"Tuesday  ","October  ","N"
01-NOV-2023,1,11,2023,4,"Wednesday","November ","N"
02-NOV-2023,2,11,2023,4,"Thursday ","November ","N"
03-NOV-2023,3,11,2023,4,"Friday   ","November ","N"
04-NOV-2023,4,11,2023,4,"Saturday ","November ","Y"
05-NOV-2023,5,11,2023,4,"Sunday   ","November ","Y"
06-NOV-2023,6,11,2023,4,"Monday   ","November ","N"
07-NOV-2023,7,11,2023,4,"Tuesday  ","November ","N"
08-NOV-2023,8,11,2023,4,"Wednesday","November ","N"
09-NOV-2023,9,11,2023,4,"Thursday ","November ","N"
10-NOV-2023,10,11,2023,4,"Friday   ","November ","N"
11-NOV-2023,11,11,2023,4,"Saturday ","November ","Y"
12-NOV-2023,12,11,2023,4,"Sunday   ","November ","Y"
13-NOV-2023,13,11,2023,4,"Monday   ","November ","N"
14-NOV-2023,14,11,2023,4,"Tuesday  ","November ","N"
15-NOV-2023,15,11,2023,4,"Wednesday","November ","N"
16-NOV-2023,16,11,2023,4,"Thursday ","November ","N"
17-NOV-2023,17,11,2023,4,"Friday   ","November ","N"
18-NOV-2023,18,11,2023,4,"Saturday ","November ","Y"
19-NOV-2023,19,11,2023,4,"Sunday   ","November ","Y"
20-NOV-2023,20,11,2023,4,"Monday   ","November ","N"
21-NOV-2023,21,11,2023,4,"Tuesday  ","November ","N"
22-NOV-2023,22,11,2023,4,"Wednesday","November ","N"
23-NOV-2023,23,11,2023,4,"Thursday ","November ","N"
24-NOV-2023,24,11,2023,4,"Friday   ","November ","N"
25-NOV-2023,25,11,2023,4,"Saturday ","November ","Y"
26-NOV-2023,26,11,2023,4,"Sunday   ","November ","Y"
27-NOV-2023,27,11,2023,4,"Monday   ","November ","N"
28-NOV-2023,28,11,2023,4,"Tuesday  ","November ","N"
29-NOV-2023,29,11,2023,4,"Wednesday","November ","N"
30-NOV-2023,30,11,2023,4,"Thursday ","November ","N"
01-DEC-2023,1,12,2023,4,"Friday   ","December ","N"
02-DEC-2023,2,12,2023,4,"Saturday ","December ","Y"
03-DEC-2023,3,12,2023,4,"Sunday   ","December ","Y"
04-DEC-2023,4,12,2023,4,"Monday   ","December ","N"
05-DEC-2023,5,12,2023,4,"Tuesday  ","December ","N"
06-DEC-2023,6,12,2023,4,"Wednesday","December ","N"
07-DEC-2023,7,12,2023,4,"Thursday ","December ","N"
08-DEC-2023,8,12,2023,4,"Friday   ","December ","N"
09-DEC-2023,9,12,2023,4,"Saturday ","December ","Y"
10-DEC-2023,10,12,2023,4,"Sunday   ","December ","Y"
11-DEC-2023,11,12,2023,4,"Monday   ","December ","N"
12-DEC-2023,12,12,2023,4,"Tuesday  ","December ","N"
13-DEC-2023,13,12,2023,4,"Wednesday","December ","N"
14-DEC-2023,14,12,2023,4,"Thursday ","December ","N"
15-DEC-2023,15,12,2023,4,"Friday   ","December ","N"
16-DEC-2023,16,12,2023,4,"Saturday ","December ","Y"
17-DEC-2023,17,12,2023,4,"Sunday   ","December ","Y"
18-DEC-2023,18,12,2023,4,"Monday   ","December ","N"
19-DEC-2023,19,12,2023,4,"Tuesday  ","December ","N"
20-DEC-2023,20,12,2023,4,"Wednesday","December ","N"
21-DEC-2023,21,12,2023,4,"Thursday ","December ","N"
22-DEC-2023,22,12,2023,4,"Friday   ","December ","N"
23-DEC-2023,23,12,2023,4,"Saturday ","December ","Y"
24-DEC-2023,24,12,2023,4,"Sunday   ","December ","Y"
25-DEC-2023,25,12,2023,4,"Monday   ","December ","N"
26-DEC-2023,26,12,2023,4,"Tuesday  ","December ","N"
27-DEC-2023,27,12,2023,4,"Wednesday","December ","N"
28-DEC-2023,28,12,2023,4,"Thursday ","December ","N"
29-DEC-2023,29,12,2023,4,"Friday   ","December ","N"
30-DEC-2023,30,12,2023,4,"Saturday ","December ","Y"
31-DEC-2023,31,12,2023,4,"Sunday   ","December ","Y"
01-JAN-2024,1,1,2024,1,"Monday   ","January  ","N"
02-JAN-2024,2,1,2024,1,"Tuesday  ","January  ","N"
03-JAN-2024,3,1,2024,1,"Wednesday","January  ","N"
04-JAN-2024,4,1,2024,1,"Thursday ","January  ","N"
05-JAN-2024,5,1,2024,1,"Friday   ","January  ","N"
06-JAN-2024,6,1,2024,1,"Saturday ","January  ","Y"
07-JAN-2024,7,1,2024,1,"Sunday   ","January  ","Y"
08-JAN-2024,8,1,2024,1,"Monday   ","January  ","N"
09-JAN-2024,9,1,2024,1,"Tuesday  ","January  ","N"
10-JAN-2024,10,1,2024,1,"Wednesday","January  ","N"
11-JAN-2024,11,1,2024,1,"Thursday ","January  ","N"
12-JAN-2024,12,1,2024,1,"Friday   ","January  ","N"
13-JAN-2024,13,1,2024,1,"Saturday ","January  ","Y"
14-JAN-2024,14,1,2024,1,"Sunday   ","January  ","Y"
15-JAN-2024,15,1,2024,1,"Monday   ","January  ","N"
16-JAN-2024,16,1,2024,1,"Tuesday  ","January  ","N"
17-JAN-2024,17,1,2024,1,"Wednesday","January  ","N"
18-JAN-2024,18,1,2024,1,"Thursday ","January  ","N"
19-JAN-2024,19,1,2024,1,"Friday   ","January  ","N"
20-JAN-2024,20,1,2024,1,"Saturday ","January  ","Y"
21-JAN-2024,21,1,2024,1,"Sunday   ","January  ","Y"
22-JAN-2024,22,1,2024,1,"Monday   ","January  ","N"
23-JAN-2024,23,1,2024,1,"Tuesday  ","January  ","N"
24-JAN-2024,24,1,2024,1,"Wednesday","January  ","N"
25-JAN-2024,25,1,2024,1,"Thursday ","January  ","N"
26-JAN-2024,26,1,2024,1,"Friday   ","January  ","N"
27-JAN-2024,27,1,2024,1,"Saturday ","January  ","Y"
28-JAN-2024,28,1,2024,1,"Sunday   ","January  ","Y"
29-JAN-2024,29,1,2024,1,"Monday   ","January  ","N"
30-JAN-2024,30,1,2024,1,"Tuesday  ","January  ","N"
31-JAN-2024,31,1,2024,1,"Wednesday","January  ","N"
